%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=213683, 2017/08/24 11:50:26.84)
1 21 1.068480e+00 2.241912e+01  4.159751718877734561e+01  3.995786774187498668e+04  3.998982242010708433e+04  3.999880691165338794e+04
2 41 1.031110e+00 2.243872e+01  4.159751718877734561e+01  1.303999377190461200e+04  3.998704390679628705e+04  3.999875175614431646e+04
3 61 9.999361e-01 2.244366e+01  4.159751718877734561e+01  4.973682102560117357e+01  3.996602547011245042e+04  3.999437797316775686e+04
4 81 9.813419e-01 2.245428e+01  4.159751718877734561e+01  1.298532116497401148e+04  3.998210362461913610e+04  3.999846989461168414e+04
5 101 9.639841e-01 2.246084e+01  4.159751718877734561e+01  2.196427616053148813e+04  3.998466361494720331e+04  3.999269722025958617e+04
6 121 9.501771e-01 2.246516e+01  4.159751718877734561e+01  1.303608183094826381e+04  3.998411685977088928e+04  3.999368861487646791e+04
7 141 9.350318e-01 2.247324e+01  4.159751718877734561e+01  2.197230121971201879e+04  3.998534346249785449e+04  3.999848403358965879e+04
8 161 9.179818e-01 2.248911e+01  4.159751718877734561e+01  4.040306139669897220e+03  3.991912954208774318e+04  4.000036560130101134e+04
9 181 9.059492e-01 2.250638e+01  4.159751718877734561e+01  4.026150859563054837e+03  3.997364013952195819e+04  3.999857503706503485e+04
10 201 8.950656e-01 2.250986e+01  4.159751718877734561e+01  4.014331172731165225e+03  3.994871768529291148e+04  3.999398205234593479e+04
11 221 8.856839e-01 2.251681e+01  4.159751718877734561e+01  1.298775806719813409e+04  3.997742066310480004e+04  4.000027687724868883e+04
12 241 8.774495e-01 2.252709e+01  4.159751718877734561e+01  2.195838083849862232e+04  3.997933537220789003e+04  3.999013511544534413e+04
13 261 8.699684e-01 2.253687e+01  4.159751718877734561e+01  4.020051985962515118e+03  3.544281551135647896e+04  3.999382423229905544e+04
14 281 8.672950e-01 2.254449e+01  3.812325320533710027e+01  3.812325320533710027e+01  3.994259493404107343e+04  3.999424113103470154e+04
15 301 8.666394e-01 2.255807e+01  3.812325320533710027e+01  1.300767581758139931e+04  3.997483639646288066e+04  3.999851679709255404e+04
