%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=207867, 2017/06/17 5:16:17.67)
1 21 2.133828e+00 2.240722e+01  1.776685608033343300e+01  2.019877753679425325e+01  1.999564804919422022e+04  2.000014867009748923e+04
2 41 2.056584e+00 2.242177e+01  1.776685608033343300e+01  1.994410346748683514e+04  1.999461845484293735e+04  2.000016553760863462e+04
3 61 1.994134e+00 2.244449e+01  1.776685608033343300e+01  1.998096603616349239e+04  1.999606290528105455e+04  2.000016149362665601e+04
4 81 1.934604e+00 2.246889e+01  1.776685608033343300e+01  2.303302362771843036e+03  1.999238003348853817e+04  2.000015895636865025e+04
5 101 1.886307e+00 2.247334e+01  1.776685608033343300e+01  2.015837749058613099e+03  1.999247548514059235e+04  1.999906001607812141e+04
6 121 1.846985e+00 2.248950e+01  1.776685608033343300e+01  2.334677845376644200e+03  1.999505628421419169e+04  1.999809634582547005e+04
7 141 1.817710e+00 2.249942e+01  1.776685608033343300e+01  2.005163042985008587e+03  1.999074435532080679e+04  2.000014511693917302e+04
8 161 1.791530e+00 2.250690e+01  1.776685608033343300e+01  3.150822861113725537e+01  1.999093668651350890e+04  1.999758930649177637e+04
9 181 1.775762e+00 2.252151e+01  1.776685608033343300e+01  1.037348336527361710e+02  1.999106855635740430e+04  1.999789926533802645e+04
10 201 1.763166e+00 2.252432e+01  1.776685608033343300e+01  2.014571619386727207e+03  1.999113202832950628e+04  1.999786338885599616e+04
11 221 1.749247e+00 2.254248e+01  1.776685608033343300e+01  2.221328170328980377e+03  1.998895080249320745e+04  1.999804162539195386e+04
12 241 1.741935e+00 2.254179e+01  1.776685608033343300e+01  2.048253591775611767e+03  1.999206103615640677e+04  1.999695162034988971e+04
13 261 1.740309e+00 2.255556e+01  1.776685608033343300e+01  2.013753602085568900e+03  1.997588961398159881e+04  1.999534698268339707e+04
14 281 1.742302e+00 2.256561e+01  1.776685608033343300e+01  1.054884705747399778e+02  1.998677745453884563e+04  1.999689033233448572e+04
15 301 1.746004e+00 2.257289e+01  1.776685608033343300e+01  3.329811275979709251e+01  1.998813616141964303e+04  1.999792500638227284e+04
16 321 1.748941e+00 2.259665e+01  1.776685608033343300e+01  2.982905678280095429e+01  1.998242075395763823e+04  1.999603443904486267e+04
17 341 1.760114e+00 2.260931e+01  1.776685608033343300e+01  1.188969175417522877e+02  1.546932057767269725e+04  1.999782366606964570e+04
18 361 1.764716e+00 2.262434e+01  1.776685608033343300e+01  1.582484047260655018e+02  1.999123526489678989e+04  1.999781385622148809e+04
19 381 1.770705e+00 2.263757e+01  1.776685608033343300e+01  2.006800612852806125e+03  1.998844432986118773e+04  1.999767088149477058e+04
20 401 1.770918e+00 2.263995e+01  1.776685608033343300e+01  2.901657438265715072e+01  1.998757429272493027e+04  1.999707100599595287e+04
21 421 1.764577e+00 2.265850e+01  1.776685608033343300e+01  2.020052896463495472e+03  1.999037291597810326e+04  1.999783593960560029e+04
22 441 1.754024e+00 2.267889e+01  1.776685608033343300e+01  4.981333328443898267e+01  1.999215585155656299e+04  2.000013910350297738e+04
23 461 1.743992e+00 2.270394e+01  1.776685608033343300e+01  2.008810246926490436e+03  1.999291988509336079e+04  1.999764791385265198e+04
24 481 1.732290e+00 2.270238e+01  1.776685608033343300e+01  4.459610139773616311e+01  1.999082905555815523e+04  1.999780851044883093e+04
25 501 1.721347e+00 2.271041e+01  1.776685608033343300e+01  2.007090692280398343e+03  1.999208959498363402e+04  1.999924609089123624e+04
26 521 1.717300e+00 2.270975e+01  1.776685608033343300e+01  2.006015480010509691e+03  1.999222732061164061e+04  1.999836174517350810e+04
27 541 1.708134e+00 2.273405e+01  1.776685608033343300e+01  2.007137965343970791e+03  1.999029385158523655e+04  1.999941232911738553e+04
28 561 1.706709e+00 2.273940e+01  1.776685608033343300e+01  2.017064671133869524e+03  1.998242183321897392e+04  2.000002858302326058e+04
29 581 1.692595e+00 2.272781e+01  1.776685608033343300e+01  2.006091489676550509e+03  1.999328458024016072e+04  2.000031147308302752e+04
30 601 1.671138e+00 2.273429e+01  1.776685608033343300e+01  2.008472782049366288e+03  1.998917752717593248e+04  1.999951183700368711e+04
31 621 1.653732e+00 2.272906e+01  1.776685608033343300e+01  2.005085009053329031e+03  1.995793389838393705e+04  1.999744066461503826e+04
32 641 1.642262e+00 2.274134e+01  1.776685608033343300e+01  2.006276395330587320e+03  1.998535465423131973e+04  1.999815392674045506e+04
33 661 1.630726e+00 2.274698e+01  1.776685608033343300e+01  2.013477118898712661e+03  1.999095313734151568e+04  1.999778766305879981e+04
34 681 1.623908e+00 2.274832e+01  1.776685608033343300e+01  2.006985886135849114e+03  1.999175605752937554e+04  1.999777640989662541e+04
35 701 1.609305e+00 2.274840e+01  1.776685608033343300e+01  2.005950291864106930e+03  1.998888648545854085e+04  1.999755640685885373e+04
36 721 1.594572e+00 2.274496e+01  1.776685608033343300e+01  2.007106106465319499e+03  1.548530636887741275e+04  1.999721399332990040e+04
37 741 1.577042e+00 2.274673e+01  1.776685608033343300e+01  2.008857853807290894e+03  1.999074299360490841e+04  1.999761344775387624e+04
38 761 1.560178e+00 2.274588e+01  1.776685608033343300e+01  2.006910711239413786e+03  1.995912973181832785e+04  1.999801014093754929e+04
39 781 1.549101e+00 2.274525e+01  1.776685608033343300e+01  2.217919949522975998e+01  1.547822238532368283e+04  1.999544217630344065e+04
40 801 1.530096e+00 2.275388e+01  1.776685608033343300e+01  2.119725512690902391e+01  1.548348944229054541e+04  1.999645529163391620e+04
41 821 1.517589e+00 2.279096e+01  1.776685608033343300e+01  2.457768225805891760e+01  2.037576671248400544e+03  1.999596943665595609e+04
42 841 1.506013e+00 2.279189e+01  1.776685608033343300e+01  2.295411916323671164e+01  2.168988630741773704e+03  1.999810899364694342e+04
43 861 1.493329e+00 2.278933e+01  1.776685608033343300e+01  2.519418900361324631e+01  1.554402100394296940e+04  1.999774572343510226e+04
