%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=204915, 2018/07/12 0:6:6.15)
1 22 1.732676e+00 1.000735e+00 8.408805e-03 8.408805e-03 1.028146e-02 1.446343e-02 1.568797e-02 1.686326e-02 1.965359e-02 2.368646e-02 2.766378e-02 2.767443e-02 2.784926e-02 3.005617e-02 3.079264e-02 3.310516e-02 3.341885e-02 3.467470e-02 3.676708e-02 3.732807e-02 3.930254e-02 4.076566e-02 4.318133e-02 4.370067e-02 4.378564e-02 4.508352e-02 4.522296e-02 4.716542e-02 4.724880e-02 4.730556e-02 4.777902e-02 5.016856e-02 5.025793e-02 5.052378e-02 5.135499e-02 5.225942e-02 5.354732e-02 5.485409e-02 5.492008e-02 5.495080e-02 5.637028e-02 5.637521e-02 5.640321e-02 5.647033e-02 5.731929e-02 5.980721e-02 5.981988e-02 6.010123e-02 6.472160e-02 6.608106e-02 6.626527e-02 6.697001e-02 6.877093e-02 6.998617e-02 7.003789e-02 7.078130e-02 7.592568e-02 7.665602e-02 8.192823e-02 8.503270e-02 8.822787e-02 8.969367e-02 8.975974e-02 9.196188e-02 9.229400e-02 9.720491e-02 9.812040e-02 1.048303e-01 1.085010e-01 1.109261e-01 1.119311e-01 1.134544e-01 1.140359e-01 1.183740e-01 1.236292e-01 1.335039e-01 1.411869e-01 1.507017e-01 1.553954e-01 1.642031e-01 2.054765e-01 2.103594e-01 2.354266e-01 2.915137e-01 2.917971e-01 3.003379e-01 3.610195e-01 5.096109e-01 5.415599e-01 5.533697e-01 5.536139e-01 5.610884e-01 5.999896e-01 6.316764e-01 6.735987e-01 1.000735e+00 
2 43 1.680339e+00 1.000779e+00 8.406877e-03 8.406877e-03 1.028138e-02 1.445847e-02 1.568345e-02 1.685819e-02 1.966106e-02 2.368220e-02 2.765760e-02 2.767083e-02 2.784305e-02 3.006550e-02 3.079496e-02 3.309742e-02 3.340302e-02 3.467662e-02 3.677220e-02 3.731491e-02 3.930296e-02 4.077486e-02 4.316258e-02 4.369513e-02 4.377678e-02 4.507978e-02 4.522532e-02 4.716258e-02 4.724740e-02 4.729582e-02 4.778627e-02 5.016270e-02 5.027296e-02 5.052871e-02 5.133916e-02 5.228211e-02 5.353051e-02 5.483698e-02 5.490143e-02 5.493539e-02 5.635232e-02 5.637591e-02 5.640595e-02 5.645644e-02 5.729774e-02 5.978855e-02 5.982332e-02 6.009861e-02 6.472868e-02 6.607701e-02 6.623781e-02 6.694098e-02 6.879535e-02 6.997817e-02 7.003443e-02 7.076271e-02 7.591387e-02 7.662633e-02 8.191055e-02 8.507274e-02 8.820182e-02 8.966074e-02 8.978208e-02 9.199382e-02 9.228235e-02 9.721823e-02 9.813881e-02 1.048204e-01 1.084666e-01 1.108978e-01 1.119411e-01 1.134315e-01 1.140594e-01 1.183652e-01 1.235719e-01 1.334526e-01 1.411725e-01 1.507059e-01 1.553460e-01 1.641628e-01 2.054303e-01 2.103492e-01 2.354061e-01 2.916197e-01 2.917796e-01 3.003074e-01 3.608757e-01 5.095776e-01 5.416798e-01 5.531057e-01 5.535052e-01 5.611003e-01 5.998103e-01 6.315743e-01 6.737810e-01 1.000779e+00 
3 64 1.631029e+00 1.000478e+00 8.407715e-03 8.407715e-03 1.028112e-02 1.445430e-02 1.567742e-02 1.685454e-02 1.966528e-02 2.367635e-02 2.765262e-02 2.767457e-02 2.784492e-02 3.005508e-02 3.078579e-02 3.309337e-02 3.340466e-02 3.469079e-02 3.676626e-02 3.729725e-02 3.929162e-02 4.077389e-02 4.315585e-02 4.370054e-02 4.376553e-02 4.507522e-02 4.522274e-02 4.714936e-02 4.724170e-02 4.729428e-02 4.778410e-02 5.018172e-02 5.027536e-02 5.052413e-02 5.135585e-02 5.226259e-02 5.351094e-02 5.484601e-02 5.491775e-02 5.495424e-02 5.633015e-02 5.636391e-02 5.639517e-02 5.645176e-02 5.727385e-02 5.980124e-02 5.983405e-02 6.011407e-02 6.474488e-02 6.606107e-02 6.622679e-02 6.691718e-02 6.881740e-02 6.999092e-02 7.003819e-02 7.076186e-02 7.591452e-02 7.661510e-02 8.188629e-02 8.507350e-02 8.817471e-02 8.962831e-02 8.975801e-02 9.196717e-02 9.224438e-02 9.723111e-02 9.812902e-02 1.047822e-01 1.084232e-01 1.108937e-01 1.119139e-01 1.133975e-01 1.141373e-01 1.183817e-01 1.235210e-01 1.334632e-01 1.411388e-01 1.506694e-01 1.553050e-01 1.641223e-01 2.053554e-01 2.102772e-01 2.354298e-01 2.915852e-01 2.917372e-01 3.002707e-01 3.608172e-01 5.096975e-01 5.416408e-01 5.531721e-01 5.536912e-01 5.609172e-01 5.997543e-01 6.312964e-01 6.736058e-01 1.000478e+00 
4 85 1.597694e+00 1.000304e+00 8.409131e-03 8.409131e-03 1.027812e-02 1.445031e-02 1.567522e-02 1.685191e-02 1.965832e-02 2.367327e-02 2.764223e-02 2.766724e-02 2.784517e-02 3.004216e-02 3.077939e-02 3.308635e-02 3.339474e-02 3.468168e-02 3.677815e-02 3.728284e-02 3.929423e-02 4.078922e-02 4.315014e-02 4.370011e-02 4.375673e-02 4.509118e-02 4.521476e-02 4.718363e-02 4.724422e-02 4.728822e-02 4.777501e-02 5.016720e-02 5.025844e-02 5.053268e-02 5.135138e-02 5.225894e-02 5.349994e-02 5.483364e-02 5.490122e-02 5.498014e-02 5.630641e-02 5.634865e-02 5.638736e-02 5.643901e-02 5.728136e-02 5.980567e-02 5.985289e-02 6.012849e-02 6.471380e-02 6.605846e-02 6.620133e-02 6.691384e-02 6.883622e-02 6.998470e-02 7.005296e-02 7.074192e-02 7.588614e-02 7.661426e-02 8.186881e-02 8.505686e-02 8.817423e-02 8.962439e-02 8.972642e-02 9.195514e-02 9.221201e-02 9.719929e-02 9.810512e-02 1.047620e-01 1.083922e-01 1.109150e-01 1.119066e-01 1.134209e-01 1.141238e-01 1.183781e-01 1.234967e-01 1.334136e-01 1.411157e-01 1.506239e-01 1.552777e-01 1.641035e-01 2.054202e-01 2.102267e-01 2.353330e-01 2.915052e-01 2.916739e-01 3.001753e-01 3.609501e-01 5.098529e-01 5.416306e-01 5.530755e-01 5.535404e-01 5.610334e-01 5.998302e-01 6.311700e-01 6.737363e-01 1.000304e+00 
5 106 1.569502e+00 1.000663e+00 8.407767e-03 8.407767e-03 1.027384e-02 1.445292e-02 1.568118e-02 1.684712e-02 1.965689e-02 2.369043e-02 2.763117e-02 2.766591e-02 2.784010e-02 3.005197e-02 3.077817e-02 3.307905e-02 3.339758e-02 3.468341e-02 3.677821e-02 3.728044e-02 3.928274e-02 4.078642e-02 4.315732e-02 4.368105e-02 4.375955e-02 4.507095e-02 4.521464e-02 4.716982e-02 4.723166e-02 4.730094e-02 4.775975e-02 5.015561e-02 5.026548e-02 5.052904e-02 5.134397e-02 5.225823e-02 5.348919e-02 5.481292e-02 5.488236e-02 5.495358e-02 5.631646e-02 5.632917e-02 5.637410e-02 5.642279e-02 5.727302e-02 5.977956e-02 5.984382e-02 6.014277e-02 6.468396e-02 6.605246e-02 6.617685e-02 6.690443e-02 6.887676e-02 6.996549e-02 7.007370e-02 7.074592e-02 7.588222e-02 7.659155e-02 8.186582e-02 8.503137e-02 8.820500e-02 8.959378e-02 8.971664e-02 9.195094e-02 9.218287e-02 9.716678e-02 9.808513e-02 1.047361e-01 1.084068e-01 1.108994e-01 1.118929e-01 1.133843e-01 1.141468e-01 1.183992e-01 1.234669e-01 1.333870e-01 1.410765e-01 1.505656e-01 1.552611e-01 1.640492e-01 2.054042e-01 2.102401e-01 2.353963e-01 2.914793e-01 2.915611e-01 3.001201e-01 3.608090e-01 5.096538e-01 5.415670e-01 5.528805e-01 5.540438e-01 5.612316e-01 5.997066e-01 6.310211e-01 6.737079e-01 1.000663e+00 
6 127 1.553885e+00 1.000299e+00 8.409270e-03 8.409270e-03 1.027227e-02 1.445025e-02 1.567552e-02 1.684353e-02 1.965233e-02 2.368849e-02 2.761876e-02 2.766669e-02 2.783941e-02 3.008129e-02 3.080907e-02 3.307186e-02 3.339105e-02 3.467886e-02 3.676398e-02 3.726823e-02 3.929011e-02 4.078457e-02 4.314096e-02 4.366804e-02 4.375718e-02 4.508168e-02 4.519962e-02 4.717061e-02 4.724321e-02 4.728588e-02 4.774321e-02 5.014276e-02 5.025368e-02 5.052664e-02 5.136302e-02 5.226905e-02 5.346872e-02 5.482543e-02 5.487273e-02 5.493098e-02 5.631571e-02 5.633045e-02 5.639775e-02 5.644173e-02 5.728479e-02 5.978118e-02 5.987732e-02 6.013106e-02 6.469446e-02 6.604445e-02 6.618528e-02 6.693300e-02 6.888301e-02 6.995845e-02 7.004634e-02 7.073411e-02 7.590776e-02 7.661404e-02 8.183672e-02 8.500087e-02 8.822092e-02 8.960958e-02 8.977279e-02 9.194753e-02 9.216388e-02 9.712828e-02 9.806851e-02 1.047054e-01 1.084215e-01 1.108844e-01 1.118963e-01 1.133554e-01 1.141165e-01 1.183860e-01 1.234536e-01 1.333775e-01 1.411341e-01 1.505888e-01 1.552405e-01 1.639894e-01 2.054231e-01 2.101880e-01 2.354907e-01 2.914002e-01 2.917083e-01 3.000781e-01 3.607576e-01 5.095505e-01 5.416977e-01 5.527146e-01 5.540346e-01 5.610910e-01 5.996741e-01 6.310929e-01 6.740981e-01 1.000299e+00 
7 148 1.540950e+00 1.000250e+00 8.411102e-03 8.411102e-03 1.026962e-02 1.444287e-02 1.567269e-02 1.684034e-02 1.964620e-02 2.368871e-02 2.760908e-02 2.766879e-02 2.784343e-02 3.008799e-02 3.080732e-02 3.307886e-02 3.338347e-02 3.467076e-02 3.676335e-02 3.725959e-02 3.932718e-02 4.077845e-02 4.314524e-02 4.366183e-02 4.374582e-02 4.507610e-02 4.518167e-02 4.715337e-02 4.723668e-02 4.727546e-02 4.772940e-02 5.012900e-02 5.024733e-02 5.052899e-02 5.135240e-02 5.226231e-02 5.349551e-02 5.481473e-02 5.487764e-02 5.492068e-02 5.629924e-02 5.631310e-02 5.639921e-02 5.645629e-02 5.726463e-02 5.978294e-02 5.989244e-02 6.013473e-02 6.467264e-02 6.602615e-02 6.617045e-02 6.692335e-02 6.887798e-02 6.994810e-02 7.003526e-02 7.072994e-02 7.591374e-02 7.660197e-02 8.190466e-02 8.498398e-02 8.819475e-02 8.959290e-02 8.973836e-02 9.193634e-02 9.216183e-02 9.710021e-02 9.806907e-02 1.046959e-01 1.084073e-01 1.108437e-01 1.119296e-01 1.133295e-01 1.141147e-01 1.183960e-01 1.234232e-01 1.333583e-01 1.411161e-01 1.505462e-01 1.551915e-01 1.639766e-01 2.053797e-01 2.102056e-01 2.354653e-01 2.913270e-01 2.917288e-01 3.000935e-01 3.607124e-01 5.094447e-01 5.416141e-01 5.525516e-01 5.544547e-01 5.611760e-01 5.994119e-01 6.309699e-01 6.739807e-01 1.000250e+00 
8 169 1.538014e+00 9.999202e-01 8.411027e-03 8.411027e-03 1.027165e-02 1.443844e-02 1.566853e-02 1.684075e-02 1.964130e-02 2.367773e-02 2.760709e-02 2.767319e-02 2.784587e-02 3.008185e-02 3.081509e-02 3.307213e-02 3.339768e-02 3.465922e-02 3.675766e-02 3.726226e-02 3.932007e-02 4.077226e-02 4.313314e-02 4.365148e-02 4.373326e-02 4.507406e-02 4.517664e-02 4.714274e-02 4.722485e-02 4.728200e-02 4.778377e-02 5.012184e-02 5.024935e-02 5.052226e-02 5.134317e-02 5.226538e-02 5.348407e-02 5.481245e-02 5.485817e-02 5.489528e-02 5.627552e-02 5.630809e-02 5.638081e-02 5.648835e-02 5.724589e-02 5.975953e-02 5.989957e-02 6.011354e-02 6.467355e-02 6.600840e-02 6.618706e-02 6.693713e-02 6.888135e-02 6.993558e-02 7.005140e-02 7.070644e-02 7.590885e-02 7.662464e-02 8.191171e-02 8.498744e-02 8.816109e-02 8.957734e-02 8.973517e-02 9.197308e-02 9.217688e-02 9.709468e-02 9.813698e-02 1.046514e-01 1.084040e-01 1.108435e-01 1.119026e-01 1.133286e-01 1.140877e-01 1.183817e-01 1.234244e-01 1.333933e-01 1.410778e-01 1.504965e-01 1.551752e-01 1.639339e-01 2.053746e-01 2.101853e-01 2.354717e-01 2.912256e-01 2.917809e-01 3.002063e-01 3.606971e-01 5.093889e-01 5.416382e-01 5.525894e-01 5.544556e-01 5.610008e-01 5.991758e-01 6.307615e-01 6.740030e-01 9.999202e-01 
9 190 1.534116e+00 9.995180e-01 8.415144e-03 8.415144e-03 1.026933e-02 1.443332e-02 1.566113e-02 1.683873e-02 1.963509e-02 2.367556e-02 2.760122e-02 2.767681e-02 2.784825e-02 3.007802e-02 3.080510e-02 3.307142e-02 3.339128e-02 3.464612e-02 3.674620e-02 3.725500e-02 3.933427e-02 4.076110e-02 4.312329e-02 4.364647e-02 4.372809e-02 4.506308e-02 4.518199e-02 4.712096e-02 4.721346e-02 4.728941e-02 4.779620e-02 5.012698e-02 5.025474e-02 5.050516e-02 5.134801e-02 5.225398e-02 5.345904e-02 5.480641e-02 5.485218e-02 5.488744e-02 5.626603e-02 5.629113e-02 5.640021e-02 5.651596e-02 5.724350e-02 5.976543e-02 5.992353e-02 6.014781e-02 6.467344e-02 6.598837e-02 6.616905e-02 6.696590e-02 6.887296e-02 6.992400e-02 7.005997e-02 7.070474e-02 7.591714e-02 7.660338e-02 8.187549e-02 8.497848e-02 8.815426e-02 8.957667e-02 8.971503e-02 9.195811e-02 9.215066e-02 9.704843e-02 9.813204e-02 1.046186e-01 1.083889e-01 1.108225e-01 1.118875e-01 1.133343e-01 1.140880e-01 1.183842e-01 1.234600e-01 1.333928e-01 1.410635e-01 1.504480e-01 1.551639e-01 1.639352e-01 2.053332e-01 2.102290e-01 2.354426e-01 2.912419e-01 2.918056e-01 3.001461e-01 3.606028e-01 5.094681e-01 5.418388e-01 5.523743e-01 5.542635e-01 5.608590e-01 5.989638e-01 6.312308e-01 6.738165e-01 9.995180e-01 
10 211 1.529953e+00 9.990537e-01 8.418629e-03 8.418629e-03 1.026849e-02 1.442648e-02 1.566084e-02 1.683158e-02 1.962576e-02 2.366772e-02 2.759423e-02 2.767826e-02 2.784285e-02 3.008247e-02 3.079002e-02 3.309753e-02 3.341839e-02 3.464605e-02 3.673452e-02 3.726118e-02 3.935191e-02 4.075643e-02 4.313362e-02 4.363346e-02 4.370895e-02 4.504760e-02 4.520838e-02 4.710500e-02 4.720594e-02 4.728264e-02 4.782172e-02 5.011674e-02 5.024557e-02 5.050759e-02 5.133800e-02 5.223416e-02 5.344120e-02 5.483212e-02 5.484287e-02 5.488049e-02 5.624393e-02 5.628504e-02 5.641041e-02 5.650589e-02 5.725265e-02 5.975361e-02 5.992297e-02 6.014891e-02 6.466418e-02 6.596581e-02 6.616069e-02 6.695749e-02 6.890001e-02 6.989775e-02 7.003587e-02 7.068479e-02 7.590595e-02 7.658847e-02 8.186619e-02 8.494851e-02 8.813117e-02 8.955970e-02 8.969469e-02 9.195021e-02 9.213217e-02 9.702597e-02 9.812093e-02 1.045857e-01 1.083910e-01 1.107958e-01 1.118712e-01 1.132939e-01 1.140766e-01 1.183660e-01 1.234881e-01 1.333717e-01 1.410427e-01 1.504732e-01 1.551463e-01 1.640947e-01 2.053043e-01 2.101511e-01 2.353408e-01 2.911530e-01 2.918554e-01 3.002714e-01 3.606324e-01 5.093701e-01 5.417726e-01 5.523927e-01 5.541709e-01 5.608394e-01 5.988083e-01 6.317115e-01 6.738812e-01 9.990537e-01 
