%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=211571, 2017/10/2 16:25:45.72)
1 21 1.876209e-01 1.045867e+00 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.938925e-01 9.941895e-01 9.953905e-01 9.958552e-01 9.966861e-01 9.991261e-01 1.004284e+00 1.010536e+00 1.018552e+00 1.023744e+00 1.045867e+00 
2 41 1.850678e-01 1.058273e+00 9.878223e-01 9.878223e-01 9.878223e-01 9.878223e-01 9.878223e-01 9.878223e-01 9.878223e-01 9.878223e-01 9.878855e-01 9.879736e-01 9.882165e-01 9.885695e-01 9.890737e-01 9.892208e-01 9.897774e-01 9.907346e-01 9.925468e-01 9.944308e-01 9.958532e-01 9.977167e-01 1.000915e+00 1.003903e+00 1.005708e+00 1.012124e+00 1.019392e+00 1.024786e+00 1.039175e+00 1.058273e+00 
3 61 1.943040e-01 1.102332e+00 9.818281e-01 9.818281e-01 9.818982e-01 9.820059e-01 9.821959e-01 9.822817e-01 9.826659e-01 9.828001e-01 9.832552e-01 9.834606e-01 9.835287e-01 9.846121e-01 9.858837e-01 9.860868e-01 9.869281e-01 9.890860e-01 9.922756e-01 9.960470e-01 9.996794e-01 1.001291e+00 1.003923e+00 1.006658e+00 1.008939e+00 1.014743e+00 1.023441e+00 1.031139e+00 1.039985e+00 1.102332e+00 
4 81 2.112801e-01 1.131379e+00 9.762983e-01 9.762983e-01 9.767818e-01 9.768929e-01 9.772850e-01 9.777745e-01 9.778831e-01 9.785647e-01 9.788836e-01 9.797964e-01 9.799868e-01 9.813369e-01 9.843251e-01 9.848754e-01 9.861064e-01 9.895797e-01 9.924476e-01 9.955667e-01 9.997083e-01 1.001243e+00 1.006285e+00 1.006701e+00 1.015932e+00 1.020568e+00 1.025756e+00 1.032266e+00 1.045363e+00 1.131379e+00 
5 101 2.256105e-01 1.152298e+00 9.710867e-01 9.710867e-01 9.718615e-01 9.722490e-01 9.725388e-01 9.731904e-01 9.750221e-01 9.753284e-01 9.755627e-01 9.774209e-01 9.793964e-01 9.804781e-01 9.813637e-01 9.863188e-01 9.884632e-01 9.893231e-01 9.926763e-01 9.948826e-01 9.988521e-01 1.002520e+00 1.006561e+00 1.008033e+00 1.014251e+00 1.021784e+00 1.028166e+00 1.035424e+00 1.045073e+00 1.152298e+00 
6 121 2.348801e-01 1.167970e+00 9.668578e-01 9.668578e-01 9.669777e-01 9.689182e-01 9.692189e-01 9.698745e-01 9.716802e-01 9.726971e-01 9.733224e-01 9.752959e-01 9.760979e-01 9.775974e-01 9.821640e-01 9.839413e-01 9.871453e-01 9.893159e-01 9.930981e-01 9.970709e-01 1.001386e+00 1.002187e+00 1.005243e+00 1.011264e+00 1.013337e+00 1.026496e+00 1.029249e+00 1.032873e+00 1.042270e+00 1.167970e+00 
7 141 2.467355e-01 1.176652e+00 9.614935e-01 9.614935e-01 9.625897e-01 9.643598e-01 9.656140e-01 9.663887e-01 9.670780e-01 9.694450e-01 9.708517e-01 9.714562e-01 9.723672e-01 9.749420e-01 9.789001e-01 9.797020e-01 9.852849e-01 9.891356e-01 9.899745e-01 9.987369e-01 9.994712e-01 1.003418e+00 1.007881e+00 1.015773e+00 1.019619e+00 1.024889e+00 1.030571e+00 1.039659e+00 1.059331e+00 1.176652e+00 
8 161 2.529298e-01 1.188844e+00 9.560662e-01 9.560662e-01 9.583061e-01 9.606480e-01 9.613929e-01 9.635215e-01 9.654145e-01 9.663360e-01 9.673165e-01 9.687356e-01 9.725578e-01 9.738658e-01 9.767403e-01 9.775378e-01 9.829157e-01 9.854809e-01 9.920175e-01 9.970301e-01 9.994684e-01 1.000476e+00 1.003887e+00 1.013490e+00 1.017050e+00 1.027035e+00 1.034358e+00 1.046280e+00 1.062697e+00 1.188844e+00 
9 181 2.528012e-01 1.210249e+00 9.525087e-01 9.525087e-01 9.539054e-01 9.558185e-01 9.578552e-01 9.587729e-01 9.600726e-01 9.617508e-01 9.622131e-01 9.678845e-01 9.685691e-01 9.714351e-01 9.720893e-01 9.749074e-01 9.800668e-01 9.849208e-01 9.910561e-01 9.950033e-01 9.991202e-01 9.993830e-01 1.008419e+00 1.011224e+00 1.016850e+00 1.025185e+00 1.039009e+00 1.055138e+00 1.063241e+00 1.210249e+00 
10 201 2.639661e-01 1.234991e+00 9.478594e-01 9.478594e-01 9.509739e-01 9.528266e-01 9.543042e-01 9.546278e-01 9.578431e-01 9.603831e-01 9.630698e-01 9.663512e-01 9.682515e-01 9.688241e-01 9.708518e-01 9.731394e-01 9.789359e-01 9.810210e-01 9.890898e-01 9.921432e-01 9.948151e-01 1.003391e+00 1.008945e+00 1.013083e+00 1.020685e+00 1.032271e+00 1.042474e+00 1.063010e+00 1.072618e+00 1.234991e+00 
11 221 2.810157e-01 1.268582e+00 9.432068e-01 9.432068e-01 9.462500e-01 9.488692e-01 9.510970e-01 9.527669e-01 9.548652e-01 9.583254e-01 9.605923e-01 9.632847e-01 9.647881e-01 9.655261e-01 9.733442e-01 9.759225e-01 9.765559e-01 9.842104e-01 9.883514e-01 9.934319e-01 9.990059e-01 1.000914e+00 1.005538e+00 1.009234e+00 1.024806e+00 1.032030e+00 1.041591e+00 1.063733e+00 1.083407e+00 1.268582e+00 
12 241 2.995193e-01 1.314933e+00 9.387069e-01 9.387069e-01 9.433164e-01 9.464140e-01 9.488457e-01 9.502703e-01 9.530922e-01 9.565520e-01 9.578636e-01 9.594434e-01 9.621183e-01 9.628791e-01 9.714328e-01 9.746091e-01 9.802151e-01 9.826067e-01 9.858783e-01 9.914937e-01 9.980655e-01 1.001980e+00 1.005677e+00 1.010618e+00 1.028554e+00 1.030721e+00 1.040777e+00 1.064713e+00 1.085569e+00 1.314933e+00 
13 261 3.273621e-01 1.352627e+00 9.345019e-01 9.345019e-01 9.407192e-01 9.441511e-01 9.459720e-01 9.477760e-01 9.487873e-01 9.523168e-01 9.543472e-01 9.586277e-01 9.601296e-01 9.626375e-01 9.691481e-01 9.750101e-01 9.786257e-01 9.809204e-01 9.839774e-01 9.884633e-01 9.962815e-01 9.991548e-01 1.005529e+00 1.017521e+00 1.026090e+00 1.039770e+00 1.044138e+00 1.061410e+00 1.096028e+00 1.352627e+00 
