%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=212176, 2017/10/3 18:24:49.77)
1 21 1.877138e-01 0 0 1.870617e-01 1.871908e-01 1.869117e-01 1.874537e-01 1.867089e-01 1.872938e-01 1.873888e-01 1.876038e-01 1.870084e-01 1.870260e-01 1.884440e-01 1.886917e-01 1.871210e-01 1.871907e-01 1.895280e-01 1.875222e-01 1.874505e-01 1.875744e-01 1.877751e-01 1.875787e-01 1.870160e-01 1.869791e-01 1.879326e-01 1.871920e-01 1.876915e-01 1.876386e-01 1.876501e-01 
2 41 1.779752e-01 0 0 1.767051e-01 1.767998e-01 1.768321e-01 1.775436e-01 1.763671e-01 1.767694e-01 1.779382e-01 1.795177e-01 1.774664e-01 1.772336e-01 1.782827e-01 1.789737e-01 1.767858e-01 1.773291e-01 1.791725e-01 1.770309e-01 1.767299e-01 1.792979e-01 1.776516e-01 1.771641e-01 1.769737e-01 1.764451e-01 1.775408e-01 1.771539e-01 1.777399e-01 1.777650e-01 1.776759e-01 
3 61 1.685775e-01 0 0 1.670436e-01 1.669827e-01 1.669606e-01 1.684277e-01 1.665446e-01 1.669939e-01 1.679622e-01 1.696953e-01 1.687697e-01 1.675023e-01 1.685787e-01 1.691874e-01 1.676465e-01 1.681693e-01 1.698156e-01 1.673455e-01 1.676364e-01 1.696334e-01 1.696505e-01 1.672072e-01 1.671202e-01 1.662643e-01 1.678339e-01 1.674168e-01 1.677536e-01 1.677655e-01 1.675985e-01 
4 81 1.655091e-01 0 0 1.635961e-01 1.643733e-01 1.640839e-01 1.672161e-01 1.631499e-01 1.641812e-01 1.649916e-01 1.661216e-01 1.654388e-01 1.640804e-01 1.654709e-01 1.660806e-01 1.642963e-01 1.647325e-01 1.681290e-01 1.637055e-01 1.639942e-01 1.672077e-01 1.666232e-01 1.635317e-01 1.636994e-01 1.624556e-01 1.643755e-01 1.636940e-01 1.648530e-01 1.641094e-01 1.643950e-01 
5 101 1.594182e-01 0 0 1.581854e-01 1.585905e-01 1.574330e-01 1.611791e-01 1.566698e-01 1.580149e-01 1.583478e-01 1.601063e-01 1.594744e-01 1.575631e-01 1.590999e-01 1.594488e-01 1.575290e-01 1.579732e-01 1.618907e-01 1.579091e-01 1.574988e-01 1.608986e-01 1.612755e-01 1.568490e-01 1.576143e-01 1.556409e-01 1.580416e-01 1.573452e-01 1.587775e-01 1.574081e-01 1.583525e-01 
6 121 1.567062e-01 0 0 1.555545e-01 1.554640e-01 1.542269e-01 1.585442e-01 1.534871e-01 1.546449e-01 1.550502e-01 1.566459e-01 1.596372e-01 1.547898e-01 1.558209e-01 1.567510e-01 1.540705e-01 1.547328e-01 1.593302e-01 1.548025e-01 1.541510e-01 1.577041e-01 1.585514e-01 1.536181e-01 1.543065e-01 1.522685e-01 1.559540e-01 1.543637e-01 1.558190e-01 1.542534e-01 1.555952e-01 
7 141 1.508124e-01 0 0 1.497312e-01 1.495537e-01 1.479464e-01 1.531824e-01 1.470783e-01 1.481863e-01 1.491208e-01 1.511864e-01 1.541382e-01 1.494171e-01 1.494636e-01 1.502383e-01 1.478770e-01 1.482110e-01 1.529407e-01 1.488973e-01 1.480404e-01 1.510230e-01 1.519401e-01 1.474452e-01 1.490394e-01 1.458015e-01 1.499686e-01 1.480470e-01 1.511046e-01 1.477832e-01 1.507393e-01 
8 161 1.436093e-01 0 0 1.433092e-01 1.424650e-01 1.407539e-01 1.454813e-01 1.400855e-01 1.408441e-01 1.416313e-01 1.438337e-01 1.479317e-01 1.418297e-01 1.419304e-01 1.431442e-01 1.405904e-01 1.413674e-01 1.454474e-01 1.413902e-01 1.409163e-01 1.442637e-01 1.450866e-01 1.400263e-01 1.416395e-01 1.382646e-01 1.432194e-01 1.412466e-01 1.443949e-01 1.404648e-01 1.430912e-01 
9 181 1.376438e-01 0 0 1.367746e-01 1.360567e-01 1.348892e-01 1.396990e-01 1.338711e-01 1.344284e-01 1.357359e-01 1.381878e-01 1.420061e-01 1.356354e-01 1.363282e-01 1.368367e-01 1.342835e-01 1.351820e-01 1.394969e-01 1.349444e-01 1.343942e-01 1.380082e-01 1.391699e-01 1.341061e-01 1.356043e-01 1.318431e-01 1.370697e-01 1.356306e-01 1.390931e-01 1.346512e-01 1.369681e-01 
10 201 1.332365e-01 0 0 1.318484e-01 1.313075e-01 1.302131e-01 1.357764e-01 1.288946e-01 1.303956e-01 1.312072e-01 1.331397e-01 1.375296e-01 1.309906e-01 1.318317e-01 1.322847e-01 1.299204e-01 1.305637e-01 1.356227e-01 1.303959e-01 1.295529e-01 1.331563e-01 1.343442e-01 1.291910e-01 1.314518e-01 1.270600e-01 1.328629e-01 1.310099e-01 1.345042e-01 1.297432e-01 1.322737e-01 
