%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=209886, 2017/08/1 17:45:10.87)
1 21 1.594475e+00 0 0 1.594772e+00 7.117899e-02 7.116517e-02 7.115808e-02 8.538557e-02 4.270093e-01 4.272683e-01 4.268532e-01 4.269360e-01 4.268189e-01 4.268646e-01 4.269285e-01 4.270229e-01 4.269692e-01 7.116955e-02 7.113977e-02 7.115752e-02 7.116757e-02 7.117870e-02 7.116565e-02 7.116137e-02 7.125737e-02 7.118320e-02 7.116582e-02 7.120264e-02 7.116648e-02 7.115351e-02 7.118096e-02 7.116708e-02 7.114569e-02 7.118707e-02 7.115292e-02 7.118665e-02 7.116106e-02 7.116992e-02 1.337847e+00 1.337949e+00 1.337616e+00 1.338497e+00 1.337843e+00 1.338387e+00 1.338034e+00 1.338077e+00 1.337924e+00 7.116366e-02 7.113921e-02 7.116135e-02 7.117013e-02 7.124251e-02 7.116130e-02 7.117343e-02 7.122925e-02 7.118352e-02 7.115740e-02 7.116435e-02 7.114469e-02 7.117573e-02 7.115650e-02 7.115596e-02 7.117693e-02 7.116157e-02 7.121700e-02 6.262802e-01 6.263905e-01 7.118648e-02 7.114787e-02 7.117169e-02 4.271244e-01 4.270235e-01 7.116699e-02 7.115990e-02 7.123940e-02 7.118576e-02 7.116176e-02 7.115450e-02 7.115639e-02 1.337730e+00 1.337444e+00 7.116439e-02 7.117815e-02 6.260629e-01 6.263168e-01 
2 41 1.531376e+00 0 0 1.531872e+00 6.834075e-02 6.835496e-02 6.833699e-02 8.205012e-02 4.099965e-01 4.101704e-01 4.097841e-01 4.100902e-01 4.097187e-01 4.099379e-01 4.099316e-01 4.099226e-01 4.099480e-01 6.832511e-02 6.830237e-02 6.832484e-02 6.831124e-02 6.840153e-02 6.833976e-02 6.830353e-02 6.841975e-02 6.838165e-02 6.834944e-02 6.840241e-02 6.832067e-02 6.829721e-02 6.841000e-02 6.835316e-02 6.832517e-02 6.837587e-02 6.830355e-02 6.838485e-02 6.834415e-02 6.837757e-02 1.284492e+00 1.284894e+00 1.284519e+00 1.286006e+00 1.284344e+00 1.285502e+00 1.285389e+00 1.284536e+00 1.284601e+00 6.830895e-02 6.828382e-02 6.832807e-02 6.833721e-02 6.839836e-02 6.831841e-02 6.833885e-02 6.840493e-02 6.832939e-02 6.832125e-02 6.836347e-02 6.835887e-02 6.833676e-02 6.832081e-02 6.832750e-02 6.834294e-02 6.837853e-02 6.838741e-02 6.014996e-01 6.013316e-01 6.833931e-02 6.833653e-02 6.833701e-02 4.100760e-01 4.101923e-01 6.832573e-02 6.839628e-02 6.842893e-02 6.840426e-02 6.833528e-02 6.835223e-02 6.832419e-02 1.284373e+00 1.284189e+00 6.833378e-02 6.832800e-02 6.012301e-01 6.016965e-01 
3 61 1.482214e+00 0 0 1.482149e+00 6.613845e-02 6.615207e-02 6.613442e-02 7.939372e-02 3.967478e-01 3.967897e-01 3.969119e-01 3.968911e-01 3.963995e-01 3.966381e-01 3.966580e-01 3.965939e-01 3.969356e-01 6.612802e-02 6.609759e-02 6.610723e-02 6.608957e-02 6.621012e-02 6.612994e-02 6.608959e-02 6.619280e-02 6.619464e-02 6.614417e-02 6.621681e-02 6.612950e-02 6.611352e-02 6.619392e-02 6.613010e-02 6.609949e-02 6.616123e-02 6.609452e-02 6.617083e-02 6.612042e-02 6.616187e-02 1.243550e+00 1.243129e+00 1.243514e+00 1.244760e+00 1.242441e+00 1.243560e+00 1.243794e+00 1.242716e+00 1.243985e+00 6.611849e-02 6.604968e-02 6.612831e-02 6.613636e-02 6.620161e-02 6.609846e-02 6.611945e-02 6.623184e-02 6.611172e-02 6.611695e-02 6.615867e-02 6.618105e-02 6.613365e-02 6.615911e-02 6.612120e-02 6.613728e-02 6.617391e-02 6.616015e-02 5.822449e-01 5.819885e-01 6.616797e-02 6.616640e-02 6.613203e-02 3.967656e-01 3.969186e-01 6.610812e-02 6.619477e-02 6.621477e-02 6.618728e-02 6.614213e-02 6.618654e-02 6.610600e-02 1.242556e+00 1.242506e+00 6.613422e-02 6.613800e-02 5.820302e-01 5.822372e-01 
4 81 1.447062e+00 0 0 1.446707e+00 6.454540e-02 6.455931e-02 6.454428e-02 7.749456e-02 3.872903e-01 3.873249e-01 3.874109e-01 3.873680e-01 3.868060e-01 3.873857e-01 3.873192e-01 3.870962e-01 3.873719e-01 6.457130e-02 6.452457e-02 6.455604e-02 6.450606e-02 6.465114e-02 6.454990e-02 6.452180e-02 6.458802e-02 6.462091e-02 6.457307e-02 6.462906e-02 6.454174e-02 6.451306e-02 6.463711e-02 6.456613e-02 6.449980e-02 6.459040e-02 6.454241e-02 6.464986e-02 6.453115e-02 6.456783e-02 1.213891e+00 1.213500e+00 1.213781e+00 1.214539e+00 1.212596e+00 1.213864e+00 1.213777e+00 1.212989e+00 1.213995e+00 6.452683e-02 6.445157e-02 6.453972e-02 6.456787e-02 6.468095e-02 6.450522e-02 6.451909e-02 6.463273e-02 6.450749e-02 6.453602e-02 6.457684e-02 6.460194e-02 6.454501e-02 6.458543e-02 6.453741e-02 6.454810e-02 6.457550e-02 6.457638e-02 5.683395e-01 5.681840e-01 6.461196e-02 6.457630e-02 6.456704e-02 3.872709e-01 3.874111e-01 6.452281e-02 6.462840e-02 6.466865e-02 6.458463e-02 6.458407e-02 6.463488e-02 6.456160e-02 1.212713e+00 1.212570e+00 6.455703e-02 6.455929e-02 5.679191e-01 5.682309e-01 
5 101 1.408920e+00 0 0 1.408373e+00 6.281998e-02 6.284257e-02 6.282961e-02 7.548670e-02 3.770252e-01 3.770277e-01 3.770293e-01 3.770692e-01 3.764643e-01 3.770528e-01 3.771481e-01 3.767416e-01 3.770047e-01 6.283799e-02 6.283993e-02 6.282864e-02 6.279903e-02 6.295454e-02 6.284389e-02 6.282655e-02 6.287204e-02 6.288919e-02 6.286506e-02 6.296711e-02 6.280160e-02 6.279254e-02 6.294581e-02 6.285339e-02 6.278731e-02 6.285785e-02 6.281541e-02 6.297572e-02 6.285447e-02 6.284866e-02 1.181984e+00 1.181586e+00 1.182025e+00 1.182274e+00 1.180463e+00 1.181572e+00 1.181161e+00 1.180791e+00 1.181705e+00 6.280013e-02 6.273244e-02 6.280992e-02 6.287097e-02 6.294939e-02 6.276886e-02 6.278777e-02 6.295455e-02 6.278860e-02 6.282866e-02 6.288586e-02 6.293633e-02 6.281481e-02 6.297235e-02 6.285680e-02 6.286053e-02 6.284849e-02 6.286462e-02 5.531643e-01 5.533992e-01 6.289831e-02 6.288027e-02 6.286599e-02 3.768541e-01 3.769994e-01 6.284031e-02 6.293287e-02 6.295907e-02 6.290202e-02 6.289018e-02 6.296347e-02 6.284008e-02 1.180340e+00 1.180378e+00 6.283943e-02 6.287110e-02 5.529308e-01 5.531015e-01 
6 121 1.382507e+00 0 0 1.381404e+00 6.167388e-02 6.170223e-02 6.162678e-02 7.406594e-02 3.698380e-01 3.698682e-01 3.699996e-01 3.698803e-01 3.692485e-01 3.698876e-01 3.699919e-01 3.695013e-01 3.698857e-01 6.163600e-02 6.164336e-02 6.162080e-02 6.159624e-02 6.179954e-02 6.167712e-02 6.161781e-02 6.169973e-02 6.169709e-02 6.173519e-02 6.176029e-02 6.166924e-02 6.161801e-02 6.173204e-02 6.165613e-02 6.159193e-02 6.166516e-02 6.164399e-02 6.185634e-02 6.166085e-02 6.164909e-02 1.159571e+00 1.159005e+00 1.159896e+00 1.159541e+00 1.158301e+00 1.158834e+00 1.158732e+00 1.158073e+00 1.159259e+00 6.159619e-02 6.152404e-02 6.163743e-02 6.169510e-02 6.175611e-02 6.164567e-02 6.160652e-02 6.174869e-02 6.162728e-02 6.163739e-02 6.167697e-02 6.173185e-02 6.160328e-02 6.176388e-02 6.165277e-02 6.171133e-02 6.164371e-02 6.166317e-02 5.426717e-01 5.433144e-01 6.170833e-02 6.168803e-02 6.168192e-02 3.698202e-01 3.701290e-01 6.165532e-02 6.179201e-02 6.177779e-02 6.170691e-02 6.172230e-02 6.175169e-02 6.163093e-02 1.157823e+00 1.157933e+00 6.162605e-02 6.168476e-02 5.422475e-01 5.425283e-01 
7 141 1.359461e+00 0 0 1.357678e+00 6.066589e-02 6.065606e-02 6.057431e-02 7.281874e-02 3.635444e-01 3.635810e-01 3.637510e-01 3.634979e-01 3.629051e-01 3.635693e-01 3.636990e-01 3.632521e-01 3.636626e-01 6.059010e-02 6.059428e-02 6.056213e-02 6.055057e-02 6.075055e-02 6.066618e-02 6.057914e-02 6.066981e-02 6.065871e-02 6.069735e-02 6.070004e-02 6.060643e-02 6.055657e-02 6.073573e-02 6.061397e-02 6.057461e-02 6.061635e-02 6.059115e-02 6.084155e-02 6.061317e-02 6.062535e-02 1.140776e+00 1.139474e+00 1.139929e+00 1.140183e+00 1.139859e+00 1.138854e+00 1.139010e+00 1.138208e+00 1.139540e+00 6.057746e-02 6.047509e-02 6.061892e-02 6.065440e-02 6.075151e-02 6.058683e-02 6.056719e-02 6.071022e-02 6.057314e-02 6.062226e-02 6.063207e-02 6.070253e-02 6.057416e-02 6.071194e-02 6.061848e-02 6.072323e-02 6.059009e-02 6.062013e-02 5.335343e-01 5.344389e-01 6.066413e-02 6.064627e-02 6.062446e-02 3.635601e-01 3.640633e-01 6.060225e-02 6.083135e-02 6.074483e-02 6.065702e-02 6.071022e-02 6.072508e-02 6.059271e-02 1.138493e+00 1.138719e+00 6.057657e-02 6.065566e-02 5.332838e-01 5.333383e-01 
8 161 1.346641e+00 0 0 1.344317e+00 6.009057e-02 6.008129e-02 6.000059e-02 7.212677e-02 3.600988e-01 3.602588e-01 3.604150e-01 3.602005e-01 3.593671e-01 3.603445e-01 3.601658e-01 3.598208e-01 3.603746e-01 6.003129e-02 6.000158e-02 5.997185e-02 5.998186e-02 6.015323e-02 6.013720e-02 5.999106e-02 6.009155e-02 6.006915e-02 6.009150e-02 6.011873e-02 6.004466e-02 5.997953e-02 6.025177e-02 6.003216e-02 5.999099e-02 6.004590e-02 5.999974e-02 6.026362e-02 6.002015e-02 6.004615e-02 1.129831e+00 1.128368e+00 1.129739e+00 1.129022e+00 1.128827e+00 1.128109e+00 1.129152e+00 1.126856e+00 1.128687e+00 5.998104e-02 5.988877e-02 6.003950e-02 6.006507e-02 6.021597e-02 5.999351e-02 5.999944e-02 6.011313e-02 5.999950e-02 6.006364e-02 6.004543e-02 6.011111e-02 6.004712e-02 6.012142e-02 6.007006e-02 6.015975e-02 6.001258e-02 6.007558e-02 5.284725e-01 5.292920e-01 6.007106e-02 6.004522e-02 6.007833e-02 3.601943e-01 3.605130e-01 6.000992e-02 6.026231e-02 6.015622e-02 6.009894e-02 6.016344e-02 6.015525e-02 5.998614e-02 1.127400e+00 1.127732e+00 5.998962e-02 6.007195e-02 5.281223e-01 5.282200e-01 
9 181 1.339521e+00 0 0 1.336410e+00 5.985456e-02 5.980068e-02 5.965861e-02 7.172578e-02 3.581128e-01 3.581781e-01 3.583711e-01 3.581142e-01 3.572630e-01 3.585546e-01 3.580598e-01 3.578003e-01 3.585534e-01 5.972507e-02 5.969991e-02 5.963697e-02 5.964709e-02 5.981159e-02 5.979479e-02 5.966046e-02 5.978215e-02 5.972440e-02 5.975749e-02 5.980588e-02 5.969517e-02 5.964628e-02 5.990607e-02 5.969319e-02 5.965610e-02 5.969860e-02 5.968411e-02 5.993428e-02 5.972415e-02 5.971401e-02 1.123701e+00 1.122314e+00 1.123210e+00 1.123509e+00 1.122326e+00 1.122314e+00 1.122653e+00 1.121589e+00 1.122577e+00 5.964530e-02 5.953855e-02 5.973088e-02 5.974219e-02 5.989145e-02 5.968580e-02 5.966246e-02 5.977785e-02 5.969993e-02 5.974104e-02 5.970274e-02 5.981524e-02 5.973751e-02 5.984225e-02 5.974143e-02 5.988284e-02 5.969074e-02 5.976587e-02 5.259110e-01 5.270015e-01 5.978138e-02 5.971980e-02 5.974906e-02 3.582922e-01 3.585557e-01 5.967268e-02 5.995704e-02 5.983214e-02 5.980475e-02 5.984841e-02 5.985475e-02 5.963969e-02 1.121095e+00 1.121215e+00 5.967755e-02 5.974449e-02 5.253516e-01 5.252961e-01 
10 201 1.337337e+00 0 0 1.333966e+00 5.980712e-02 5.974751e-02 5.956934e-02 7.163514e-02 3.575402e-01 3.574738e-01 3.576610e-01 3.575724e-01 3.564915e-01 3.578079e-01 3.574577e-01 3.570839e-01 3.579007e-01 5.961469e-02 5.957469e-02 5.952032e-02 5.956397e-02 5.968637e-02 5.970999e-02 5.954015e-02 5.965415e-02 5.964681e-02 5.964163e-02 5.969311e-02 5.961903e-02 5.952820e-02 5.979491e-02 5.958133e-02 5.954322e-02 5.957943e-02 5.957983e-02 5.982613e-02 5.960869e-02 5.959071e-02 1.121592e+00 1.120764e+00 1.121437e+00 1.121467e+00 1.120315e+00 1.120735e+00 1.120785e+00 1.120684e+00 1.120482e+00 5.952533e-02 5.941610e-02 5.960816e-02 5.965680e-02 5.978561e-02 5.963944e-02 5.954042e-02 5.965609e-02 5.964392e-02 5.964939e-02 5.959980e-02 5.970115e-02 5.962798e-02 5.972016e-02 5.965731e-02 5.976912e-02 5.957005e-02 5.967027e-02 5.251798e-01 5.262756e-01 5.966667e-02 5.964661e-02 5.963012e-02 3.575892e-01 3.577435e-01 5.958477e-02 5.984996e-02 5.973939e-02 5.969168e-02 5.978109e-02 5.976874e-02 5.956974e-02 1.119002e+00 1.119657e+00 5.959738e-02 5.968221e-02 5.244135e-01 5.243788e-01 
