%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=212209, 2017/09/13 23:25:35.10)
1 21  1.000233467527063112e+04 0 0 2.148010e+01 1.027699e+00 -2.453923e-01 -4.631847e-01 9.181436e-01 -3.958368e-02 2.003745e+00 1.739470e+00 5.612173e+00 2.386918e+00 -7.284979e-01 -1.370737e+00 3.331253e+00 3.990299e+00 1.030423e+00 6.189912e-01 5.710722e-01 1.432124e-02 5.976617e-01 4.548512e-01 1.143256e+00 1.106048e-01 9.082919e-01 2.073529e-01 -1.017502e-01 1.013401e+00 1.384347e+00 1.125110e+00 7.877891e-02 -9.621799e-01 1.316471e+00 1.183110e+00 1.014862e-01 -2.026688e-01 2.529625e+00 -1.138727e-01 -3.378523e-01 -2.096807e-01 1.929157e+00 9.123654e-02 1.290202e-01 -4.376276e-01 -9.950143e-02 8.804684e+00 -6.050966e+00 2.649742e+00 1.255418e+01 -1.719498e+00 1.691357e+01 1.418984e+00 2.860607e+00 6.825455e+00 6.163576e-01 7.195887e-02 1.235584e-01 6.488598e-01 5.150140e-01 3.751411e-01 3.676487e-01 8.440242e-01 -3.590315e-01 1.888461e-01 2.171219e+00 6.385858e-01 1.109742e-01 7.461469e-01 -4.934276e+00 -4.117960e-01 1.751039e-02 5.660752e-01 1.413165e+01 2.923331e+00 5.026811e-01 1.204931e+00 1.344077e+00 3.501496e+00 4.016287e+00 1.108777e+00 1.253648e+00 1.339590e+00 -9.331650e-01 -2.120664e-01 1.445693e+00 -5.009429e-01 1.185441e+00 4.178919e+00 4.485468e-01 6.590261e-03 4.697264e+00 3.413906e+00 
2 41  1.000233487995586984e+04 0 0 2.024484e+01 1.048720e+00 -2.287532e-01 -5.246468e-01 9.270637e-01 -5.121761e-01 1.991186e+00 1.576189e+00 5.749355e+00 1.816157e+00 -5.400220e-01 -1.354347e+00 3.787208e+00 4.072282e+00 1.066914e+00 6.447731e-01 5.484920e-01 -2.496262e-02 6.377488e-01 5.076349e-01 1.151490e+00 2.750571e-02 9.996996e-01 2.547055e-01 1.707907e-02 1.042614e+00 1.392646e+00 1.149487e+00 1.524031e-01 -9.614152e-01 1.413675e+00 1.215194e+00 5.084412e-02 -2.040588e-01 2.498204e+00 -1.240269e-01 -3.004333e-01 -6.223151e-01 1.309732e+00 7.221319e-02 1.385004e-01 -8.636285e-01 8.551061e-02 8.182344e+00 -6.716764e+00 3.663999e+00 1.177484e+01 -3.953323e-01 1.706948e+01 -2.590330e-01 2.147824e+00 8.718492e+00 6.316430e-01 1.205261e-01 2.368003e-01 6.248239e-01 5.407219e-01 3.960459e-01 4.188652e-01 8.565628e-01 -3.217207e-01 7.848493e-02 2.189215e+00 6.771883e-01 1.127067e-01 7.332352e-01 -4.978949e+00 -4.730060e-01 -8.557011e-02 5.486108e-01 1.342550e+01 1.854530e+00 4.321775e-01 1.176149e+00 1.310472e+00 3.222395e+00 4.537910e+00 1.129748e+00 1.307884e+00 1.294667e+00 -9.276807e-01 -2.001505e-01 1.316812e+00 -4.639369e-01 2.801738e+00 6.489643e+00 4.153101e-01 -9.535608e-02 5.319038e+00 3.735926e+00 
3 61  1.000228634167941709e+04 0 0 2.060434e+01 1.082467e+00 -2.934676e-01 -5.029868e-01 9.086982e-01 -2.065772e-01 2.117921e+00 1.466097e+00 5.653176e+00 2.171019e+00 -1.088564e+00 -1.827952e+00 3.594758e+00 4.258799e+00 1.050961e+00 6.732541e-01 6.209000e-01 4.846659e-02 7.192623e-01 4.404021e-01 1.157469e+00 -2.335281e-02 9.859886e-01 1.916064e-01 -1.621635e-02 1.054552e+00 1.389256e+00 1.173967e+00 1.396388e-01 -9.231385e-01 1.340642e+00 1.200630e+00 9.593470e-02 -2.600197e-01 2.582256e+00 -6.300125e-02 -1.892115e-01 -9.552070e-01 5.836547e-01 7.132532e-02 7.373760e-01 -2.416910e-01 -2.999693e-01 1.069009e+01 -8.028781e+00 2.767357e+00 1.204291e+01 -8.963604e-01 1.649753e+01 -2.131310e-01 2.794617e+00 8.833211e+00 6.747185e-01 5.243081e-02 2.498035e-01 5.324122e-01 5.731512e-01 4.098401e-01 4.084569e-01 8.872988e-01 -2.580093e-01 3.013982e-02 2.171885e+00 6.899587e-01 1.256776e-01 6.672674e-01 -4.971609e+00 -4.517625e-01 -2.267248e-03 6.247075e-01 1.349605e+01 2.303430e+00 5.009157e-01 1.145875e+00 1.317686e+00 3.643888e+00 4.190755e+00 1.119781e+00 1.294761e+00 1.256276e+00 -8.391118e-01 -1.842521e-01 1.304891e+00 -5.319637e-01 2.285015e+00 4.973524e+00 3.951099e-01 -5.175745e-03 4.694501e+00 4.467544e+00 
4 81  1.000227728044553078e+04 0 0 1.971518e+01 1.065208e+00 -2.623908e-01 -4.469511e-01 8.880218e-01 -3.253895e-01 2.317823e+00 1.359246e+00 5.820328e+00 2.175217e+00 -8.999478e-01 -2.025166e+00 3.785891e+00 4.070883e+00 1.045791e+00 5.899355e-01 5.265760e-01 1.765241e-02 7.373747e-01 4.506878e-01 1.247186e+00 -2.795936e-02 1.006040e+00 2.159886e-01 -4.308574e-02 9.569003e-01 1.410766e+00 1.183760e+00 1.823146e-01 -9.344253e-01 1.377619e+00 1.202688e+00 1.438815e-01 -2.307448e-01 2.580744e+00 -9.699229e-02 -1.439633e-01 -5.714056e-01 1.271920e+00 1.562209e-01 8.756982e-01 1.351355e-01 2.426116e-01 9.023879e+00 -8.338839e+00 1.946853e+00 1.058625e+01 5.966962e-01 1.703007e+01 3.039146e-01 1.963129e+00 8.693790e+00 6.293693e-01 6.777846e-02 1.687772e-01 6.422289e-01 5.086752e-01 4.567638e-01 3.656042e-01 8.851176e-01 -3.436972e-01 8.775737e-02 2.086010e+00 6.064524e-01 1.608890e-01 7.163374e-01 -4.990395e+00 -4.238021e-01 -8.139489e-02 6.575544e-01 1.302731e+01 2.668213e+00 4.823547e-01 1.180574e+00 1.333716e+00 3.982126e+00 4.669445e+00 1.055456e+00 1.345706e+00 1.239911e+00 -9.631553e-01 -1.559691e-01 1.409744e+00 -5.743221e-01 1.529888e+00 4.511214e+00 4.686249e-01 -2.199492e-02 4.421928e+00 3.734881e+00 
5 101  1.000233284719170842e+04 0 0 1.817994e+01 1.058664e+00 -2.762415e-01 -5.187792e-01 9.668726e-01 -1.733497e-01 2.164635e+00 6.924734e-01 6.022458e+00 2.319738e+00 -7.447070e-01 -1.520331e+00 3.430761e+00 4.529805e+00 1.067505e+00 6.124919e-01 5.361161e-01 -9.471979e-03 7.360337e-01 4.342291e-01 1.095574e+00 -3.121952e-02 1.060757e+00 1.876622e-01 -1.035537e-01 1.026819e+00 1.457212e+00 1.156250e+00 2.073251e-01 -1.004857e+00 1.463032e+00 1.177070e+00 1.222760e-01 -2.603626e-01 2.423641e+00 -9.343662e-02 2.551537e-01 -6.620301e-01 1.092282e+00 1.341230e-01 1.896785e+00 -8.191237e-02 -1.206759e-01 8.159903e+00 -7.325916e+00 3.308456e+00 1.125735e+01 -6.782506e-01 1.684962e+01 1.439864e+00 9.431690e-01 8.388458e+00 6.892148e-01 3.443724e-02 1.779917e-01 5.354019e-01 5.205436e-01 3.548609e-01 2.938758e-01 9.072450e-01 -4.389316e-01 7.081433e-02 2.074296e+00 6.330004e-01 6.560094e-02 7.940490e-01 -4.973199e+00 -4.946742e-01 -1.322790e-01 6.091155e-01 1.321720e+01 2.491467e+00 4.998367e-01 1.165214e+00 1.375832e+00 3.661059e+00 4.348500e+00 1.209374e+00 1.281473e+00 1.200570e+00 -9.231181e-01 -9.890849e-02 1.348322e+00 -5.346171e-01 1.109686e+00 4.146535e+00 4.442153e-01 5.541330e-02 4.255072e+00 3.803043e+00 
6 121  1.000215662441616041e+04 0 0 2.093270e+01 1.053088e+00 -1.996796e-01 -4.979171e-01 9.410660e-01 4.276404e-02 2.266082e+00 1.178952e+00 5.887055e+00 2.311101e+00 -7.430730e-01 -1.410930e+00 3.583185e+00 4.771676e+00 1.090466e+00 5.603071e-01 5.521271e-01 -2.589267e-02 7.251347e-01 3.750994e-01 1.202433e+00 -1.954706e-02 9.961101e-01 1.875280e-01 -1.164459e-01 9.931455e-01 1.406633e+00 1.205246e+00 1.424635e-01 -9.785994e-01 1.475769e+00 1.077555e+00 1.266776e-01 -2.496290e-01 2.476590e+00 -3.949116e-02 9.709553e-02 -1.381730e+00 1.520121e+00 5.654477e-02 1.387238e+00 -1.763720e-01 -3.234017e-01 9.151628e+00 -8.026427e+00 1.514685e+00 1.271132e+01 -8.268520e-01 1.604226e+01 1.261049e+00 7.033734e-01 7.277168e+00 6.533470e-01 2.930415e-02 1.406639e-01 5.679684e-01 6.254834e-01 3.255657e-01 3.916890e-01 8.521269e-01 -3.397273e-01 4.865882e-02 2.162241e+00 5.729032e-01 -5.200505e-03 6.895377e-01 -4.986655e+00 -4.945367e-01 -1.842311e-01 6.125977e-01 1.389111e+01 2.555682e+00 4.678682e-01 1.222195e+00 1.326636e+00 3.145967e+00 4.506688e+00 1.103523e+00 1.253453e+00 1.253228e+00 -9.263916e-01 -2.155472e-01 1.385407e+00 -6.254866e-01 2.753620e+00 4.457476e+00 4.040500e-01 -1.441931e-02 4.133301e+00 3.808479e+00 
7 141  1.000222035949290694e+04 0 0 1.795143e+01 1.016588e+00 -2.876812e-01 -5.001237e-01 9.944914e-01 -2.514723e-01 1.995336e+00 1.106426e+00 5.465998e+00 2.406770e+00 -3.012713e-01 -1.507711e+00 3.568967e+00 4.889540e+00 1.088056e+00 5.372460e-01 6.461265e-01 -2.437473e-02 7.002546e-01 3.728519e-01 1.121731e+00 -3.157404e-02 9.909679e-01 2.872848e-01 -1.027706e-01 9.719881e-01 1.357852e+00 1.180263e+00 1.697372e-01 -9.016764e-01 1.468849e+00 1.186433e+00 1.454500e-01 -3.117857e-01 2.458196e+00 -3.863012e-02 1.564455e-01 -1.420527e+00 9.744207e-01 6.309171e-02 1.281599e+00 -1.451873e-01 -3.903311e-01 1.020749e+01 -9.961302e+00 3.037087e+00 1.047847e+01 -9.480122e-01 1.599994e+01 -5.260221e-01 1.243799e+00 8.753046e+00 6.016757e-01 5.797429e-02 1.832744e-01 4.933893e-01 6.159998e-01 3.601765e-01 3.897815e-01 8.648549e-01 -4.301349e-01 1.025055e-01 2.176806e+00 5.786321e-01 -1.580711e-02 7.211546e-01 -5.016876e+00 -5.015562e-01 -9.761216e-02 5.679197e-01 1.407369e+01 3.076397e+00 5.062811e-01 1.195216e+00 1.342257e+00 3.007468e+00 4.368096e+00 1.136869e+00 1.267399e+00 1.285994e+00 -9.246146e-01 -1.693292e-01 1.283588e+00 -5.861808e-01 2.855542e+00 5.834371e+00 4.188190e-01 -1.748596e-02 4.714344e+00 2.866656e+00 
8 161  1.000220610900143402e+04 0 0 1.659976e+01 1.077135e+00 -2.559749e-01 -5.384511e-01 9.122660e-01 -1.911145e-01 2.190677e+00 1.063253e+00 5.530501e+00 2.589777e+00 -1.247347e-02 -1.146231e+00 3.768302e+00 4.997738e+00 1.028287e+00 4.816666e-01 4.853482e-01 2.970117e-03 6.974531e-01 4.851355e-01 1.037750e+00 -1.191424e-01 1.046846e+00 2.536266e-01 -9.080131e-02 1.041948e+00 1.337278e+00 1.216628e+00 6.987660e-02 -9.730988e-01 1.527990e+00 1.167852e+00 9.693320e-02 -2.542868e-01 2.427661e+00 -9.919618e-02 2.250191e-01 -6.713388e-01 1.446019e+00 6.524622e-02 1.128940e+00 -5.179635e-01 1.096135e-01 8.805958e+00 -8.780440e+00 2.831940e+00 1.159127e+01 -8.349779e-01 1.567953e+01 8.897769e-01 2.307059e+00 7.216683e+00 6.060203e-01 6.311049e-02 1.205813e-01 4.540437e-01 5.342606e-01 3.941886e-01 3.606709e-01 8.298844e-01 -3.395940e-01 7.363113e-02 2.175383e+00 5.563252e-01 6.466243e-02 7.488564e-01 -5.030074e+00 -4.103370e-01 -1.295747e-01 6.268283e-01 1.378663e+01 2.563246e+00 4.482855e-01 1.175576e+00 1.367754e+00 3.001245e+00 4.823979e+00 1.149383e+00 1.327736e+00 1.274867e+00 -9.317899e-01 -1.782842e-01 1.339221e+00 -5.106886e-01 3.080222e+00 5.512441e+00 3.019021e-01 1.375459e-03 4.515703e+00 3.458737e+00 
9 181  1.000220694740585350e+04 0 0 1.656296e+01 1.046161e+00 -3.216828e-01 -5.167521e-01 9.157203e-01 -6.033161e-02 2.133088e+00 8.152280e-01 5.612009e+00 2.780986e+00 -4.457508e-01 -1.874499e+00 3.496421e+00 4.517473e+00 1.092324e+00 5.915750e-01 5.427745e-01 -4.938696e-02 5.655630e-01 4.594171e-01 1.101823e+00 4.523232e-02 9.873844e-01 2.338949e-01 -6.319755e-02 1.061745e+00 1.398726e+00 1.170589e+00 1.593527e-01 -9.317803e-01 1.430154e+00 1.141120e+00 1.383418e-01 -2.058269e-01 2.408796e+00 -5.694684e-02 9.635246e-02 -1.313670e+00 1.252020e+00 1.087983e-01 9.576588e-01 -1.461008e+00 -1.193233e-01 1.021549e+01 -8.552636e+00 3.869128e+00 1.256189e+01 -4.219576e-01 1.678737e+01 1.054838e+00 2.537211e+00 9.757620e+00 6.325365e-01 7.359709e-02 1.449295e-01 5.489106e-01 5.256740e-01 3.464252e-01 4.480136e-01 8.605584e-01 -4.086025e-01 6.506578e-02 2.158668e+00 5.725593e-01 2.793342e-02 7.434892e-01 -5.011378e+00 -3.814588e-01 -7.226719e-02 6.666888e-01 1.489853e+01 2.505595e+00 4.911714e-01 1.196600e+00 1.304479e+00 3.019346e+00 4.298856e+00 1.118582e+00 1.262062e+00 1.295140e+00 -9.086958e-01 -1.194576e-01 1.351363e+00 -6.203140e-01 2.555468e+00 4.858128e+00 3.684854e-01 3.640262e-03 4.180673e+00 3.355739e+00 
10 201  1.000231068086959567e+04 0 0 1.711179e+01 9.987494e-01 -2.929500e-01 -5.101872e-01 9.719699e-01 -2.588801e-01 1.864805e+00 9.689935e-01 5.697147e+00 2.714724e+00 1.664028e-01 -1.638085e+00 3.864422e+00 4.435391e+00 1.093448e+00 5.028704e-01 5.699613e-01 -2.526701e-02 7.505001e-01 4.171874e-01 1.078076e+00 5.417307e-02 1.040726e+00 2.778786e-01 -6.214225e-02 9.617834e-01 1.310050e+00 1.151699e+00 1.010898e-01 -9.653115e-01 1.509659e+00 1.117072e+00 6.039895e-02 -2.834598e-01 2.367855e+00 -1.061373e-01 2.083891e-01 -1.544321e+00 1.203104e+00 1.310993e-01 1.075424e+00 -1.036334e+00 1.757692e-01 9.471715e+00 -8.228137e+00 3.924095e+00 1.130650e+01 -7.219175e-01 1.727665e+01 1.617854e+00 1.258862e+00 9.849417e+00 6.306343e-01 2.823743e-02 1.554964e-01 5.614067e-01 5.825061e-01 3.326983e-01 4.053609e-01 8.363991e-01 -3.583216e-01 1.162194e-01 2.226824e+00 6.014254e-01 2.950981e-02 7.747108e-01 -4.982334e+00 -4.074944e-01 -4.184646e-02 6.165167e-01 1.384592e+01 3.404179e+00 4.757806e-01 1.202539e+00 1.335514e+00 3.288584e+00 4.519310e+00 1.063058e+00 1.334555e+00 1.226066e+00 -9.114987e-01 -1.701905e-01 1.344672e+00 -6.113079e-01 2.171013e+00 5.198077e+00 3.601188e-01 3.630130e-02 3.948000e+00 3.454269e+00 
